"PlateType","PlateRows","PlateCols","PlateWells","ScreenType","ScoreType","ScoreReference","SaveDirectory","InputDirectory","SignalStatus","SecondaryMarkerStatus","PositiveControlName","NegativeControlName","Row","Col","Well","Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","K",16,"K16","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","L",16,"L16","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","M",16,"M16","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","N",16,"N16","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","O",16,"O16","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","P",16,"P16",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","A",17,"A17",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","B",17,"B17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","C",17,"C17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","D",17,"D17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","E",17,"E17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","F",17,"F17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","G",17,"G17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","H",17,"H17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","I",17,"I17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","J",17,"J17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","K",17,"K17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","L",17,"L17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","M",17,"M17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","N",17,"N17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","O",17,"O17","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","P",17,"P17",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","A",18,"A18",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","B",18,"B18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","C",18,"C18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","D",18,"D18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","E",18,"E18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","F",18,"F18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","G",18,"G18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","H",18,"H18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","I",18,"I18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","J",18,"J18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","K",18,"K18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","L",18,"L18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","M",18,"M18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","N",18,"N18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","O",18,"O18","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","P",18,"P18",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","A",19,"A19",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","B",19,"B19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","C",19,"C19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","D",19,"D19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","E",19,"E19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","F",19,"F19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","G",19,"G19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","H",19,"H19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","I",19,"I19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","J",19,"J19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","K",19,"K19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","L",19,"L19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","M",19,"M19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","N",19,"N19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","O",19,"O19","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","P",19,"P19",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","A",20,"A20",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","B",20,"B20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","C",20,"C20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","D",20,"D20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","E",20,"E20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","F",20,"F20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","G",20,"G20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","H",20,"H20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","I",20,"I20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","J",20,"J20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","K",20,"K20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","L",20,"L20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","M",20,"M20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","N",20,"N20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","O",20,"O20","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","P",20,"P20",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","A",21,"A21",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","B",21,"B21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","C",21,"C21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","D",21,"D21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","E",21,"E21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","F",21,"F21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","G",21,"G21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","H",21,"H21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","I",21,"I21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","J",21,"J21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","K",21,"K21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","L",21,"L21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","M",21,"M21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","N",21,"N21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","O",21,"O21","Test Condition"
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","P",21,"P21",NA
"16x24",16,24,384,"Chemical","Z-score","Negative Control","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","/Users/dylan/Documents/chemical_screen/ChemDiversity2026/hitpick/gitstage/DownloadCondenScreen/","OFF","ON","WT","DMSO","A",22,"A22",NA
