ImageNumber,ObjectNumber,FileName_Cell_Mask,FileName_DAPI,FileName_GFP,PathName_Cell_Mask,PathName_DAPI,PathName_GFP,Children_GFP_foci_Count,Number_Object_Number,Parent_Nuclei
51,40,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,40,40
51,41,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,41,41
51,42,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,26,42,42
51,43,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,8,43,43
51,44,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,18,44,44
51,45,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,16,45,45
51,46,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,46,46
51,47,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,16,47,47
51,48,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,3,48,48
51,49,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,49,49
51,50,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,13,50,50
51,51,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,45,51,51
51,52,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,33,52,52
51,53,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,53,53
51,54,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,31,54,54
51,55,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,55,55
51,56,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,1,56,56
51,57,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,32,57,57
51,58,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,43,58,58
51,59,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,52,59,59
51,60,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,56,60,60
51,61,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,61,61
51,62,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,6,62,62
51,63,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,26,63,63
51,64,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,39,64,64
51,65,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,14,65,65
51,66,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,66,66
51,67,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,34,67,67
51,68,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,39,68,68
51,69,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,60,69,69
51,70,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,38,70,70
51,71,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,71,71
51,72,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,66,72,72
51,73,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,73,73
51,74,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,74,74
51,75,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,4,75,75
51,76,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,76,76
51,77,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,11,77,77
51,78,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,78,78
51,79,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,79,79
51,80,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,37,80,80
51,81,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,11,81,81
51,82,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,58,82,82
51,83,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,32,83,83
51,84,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,24,84,84
51,85,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,85,85
51,86,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,44,86,86
51,87,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,13,87,87
51,88,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,88,88
51,89,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,89,89
51,90,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,15,90,90
51,91,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,13,91,91
51,92,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,12,92,92
51,93,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,39,93,93
51,94,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,94,94
51,95,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,50,95,95
51,96,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,35,96,96
51,97,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,16,97,97
51,98,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,98,98
51,99,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,15,99,99
51,100,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,61,100,100
51,101,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,101,101
51,102,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,34,102,102
51,103,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,22,103,103
51,104,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,12,104,104
51,105,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,37,105,105
51,106,20240708-A19841_D03_s4_w3.TIF,20240708-A19841_D03_s4_w1.TIF,20240708-A19841_D03_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,25,106,106
52,1,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,16,1,1
52,2,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,2,2
52,3,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,3,3
52,4,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,6,4,4
52,5,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,15,5,5
52,6,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,6,6
52,7,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,2,7,7
52,8,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,13,8,8
52,9,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,9,9
52,10,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,12,10,10
52,11,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,11,11
52,12,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,1,12,12
52,13,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,14,13,13
52,14,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,71,14,14
52,15,20240708-A19841_D04_s4_w3.TIF,20240708-A19841_D04_s4_w1.TIF,20240708-A19841_D04_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,45,15,15
