ImageNumber,ObjectNumber,FileName_Cell_Mask,FileName_DAPI,FileName_GFP,PathName_Cell_Mask,PathName_DAPI,PathName_GFP,Children_GFP_foci_Count,Number_Object_Number,Parent_Nuclei
169,52,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,26,52,52
169,53,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,31,53,53
169,54,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,5,54,54
169,55,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,55,55
169,56,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,56,56
169,57,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,48,57,57
169,58,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,58,58
169,59,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,33,59,59
169,60,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,36,60,60
169,61,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,26,61,61
169,62,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,69,62,62
169,63,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,42,63,63
169,64,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,34,64,64
169,65,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,5,65,65
169,66,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,31,66,66
169,67,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,67,67
169,68,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,69,68,68
169,69,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,69,69
169,70,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,29,70,70
169,71,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,71,71
169,72,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,8,72,72
169,73,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,30,73,73
169,74,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,40,74,74
169,75,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,12,75,75
169,76,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,26,76,76
169,77,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,57,77,77
169,78,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,33,78,78
169,79,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,32,79,79
169,80,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,46,80,80
169,81,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,41,81,81
169,82,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,82,82
169,83,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,39,83,83
169,84,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,60,84,84
169,85,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,25,85,85
169,86,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,31,86,86
169,87,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,15,87,87
169,88,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,45,88,88
169,89,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,89,89
169,90,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,25,90,90
169,91,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,91,91
169,92,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,42,92,92
169,93,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,54,93,93
169,94,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,94,94
169,95,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,44,95,95
169,96,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,96,96
169,97,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,5,97,97
169,98,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,57,98,98
169,99,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,32,99,99
169,100,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,100,100
169,101,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,13,101,101
169,102,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,29,102,102
169,103,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,103,103
169,104,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,7,104,104
169,105,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,40,105,105
169,106,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,22,106,106
169,107,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,59,107,107
169,108,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,108,108
169,109,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,37,109,109
169,110,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,3,110,110
169,111,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,24,111,111
169,112,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,31,112,112
169,113,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,63,113,113
169,114,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,2,114,114
169,115,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,2,115,115
169,116,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,33,116,116
169,117,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,37,117,117
169,118,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,25,118,118
169,119,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,119,119
169,120,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,15,120,120
169,121,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,42,121,121
169,122,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,20,122,122
169,123,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,123,123
169,124,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,124,124
169,125,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,14,125,125
169,126,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,126,126
169,127,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,32,127,127
169,128,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,58,128,128
169,129,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,20,129,129
169,130,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,66,130,130
169,131,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,0,131,131
169,132,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,41,132,132
169,133,20240708-A19841_I01_s4_w3.TIF,20240708-A19841_I01_s4_w1.TIF,20240708-A19841_I01_s4_w2.TIF,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,C:\Users\Schlieker Lab\Downloads\DemoImages\DemoImages,11,133,133
