"PlateType","PlateRows","PlateCols","PlateWells","ScreenType","SaveDirectory","InputDirectory","SignalStatus","PositiveControlName","NegativeControlName","Row","Col","Well","Condition"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","N",22,"N22","Test Condition"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","O",22,"O22","Test Condition"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","P",22,"P22",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","A",23,"A23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","B",23,"B23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","C",23,"C23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","D",23,"D23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","E",23,"E23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","F",23,"F23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","G",23,"G23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","H",23,"H23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","I",23,"I23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","J",23,"J23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","K",23,"K23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","L",23,"L23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","M",23,"M23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","N",23,"N23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","O",23,"O23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","P",23,"P23",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","A",24,"A24",NA
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","B",24,"B24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","C",24,"C24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","D",24,"D24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","E",24,"E24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","F",24,"F24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","G",24,"G24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","H",24,"H24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","I",24,"I24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","J",24,"J24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","K",24,"K24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","L",24,"L24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","M",24,"M24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","N",24,"N24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","O",24,"O24","WT HeLa"
"16x24",16,24,384,"Chemical","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","/Users/dylan/Documents/Bioinformatics/condenscreen/Condenscreen-v1.2/DownloadCondenScreen/","OFF","WT HeLa","DMSO","P",24,"P24",NA
